Japanese;English;French;German;
"悪い、お客さん
空きビンが無いと売れないんだよねえ";"I'm sorry, mister. Unless you have an
empty bottle, I can't sell this to you.";"Désolé, mais si tu n'as pas de flacon
vide, je ne peux pas te la vendre.";"Tut mir leid, werter Kunde...
Das kann ich dir nicht verkaufen,
wenn du keine leere Flasche hast.";
"ルピーが足りないみたいだ
ざーんねーん";"It appears that you don't have enough
Rupees. What a pity! A true pity!";"On dirait que tu n'as pas assez de
rubis. Dommaaaage.";"Oh, du hast ja nicht genug Rubine.
Schade!";
"……ヤレクテウコカンナ";"... Ay lliw nihtemos yub...";"... Curt nu iom-etèhca...";"Saw nohcs fuak tztej...";
"おっ、盾だったら
[IntNumberN]ルピーです
ドーンと買っちゃう？[ChoiceN]";"So the shield will run you about
[IntNumberN]. Would you like to buy it
right away and save?[ChoiceN]";"Oh, un bouclier ? Je le vends
[IntNumberN].

Tu veux l'acheter ?[ChoiceN]";"Oh ja, einen Schild gibt es schon für
[IntNumberN] Rubine!
Interessiert?[ChoiceN]";
"買っちゃいます";"Yes";"Oui !";"Kaufen";
"やめちゃいます";"No";"Non, merci.";"Nicht kaufen";
"ありゃあ、ルピーが足りないね

お客さん……今、この国で盾を
持たずに旅するって、信じらーんなーい
ルピーどっさり持って
また来てよ";"You don't have enough Rupees. You
know, mister, traveling without a
shield is a bit foolhardy.
May I suggest you collect some
Rupees as quickly as possible and
come to see me again?";"Ouh là là, tu n'as pas assez de rubis.


Je n'arrive pas à croire que tu
parcoures ce royaume sans bouclier.

Va vite chercher tout plein de rubis
et reviens me voir.";"Oh, dafür reichen deine Rubine
wohl nicht aus...

Wer in diesen unsicheren Zeiten
ohne Schild durch das Land reist,
fordert das Schicksal heraus.
Du solltest lieber ein paar Rubine
sammeln und noch mal herkommen.";
"あれ？
お客さん盾持ってるじゃない";"You...you have a shield already,
don't you?";"Mais ? Tu as déjà un bouclier, non ?";"Oh?
Du hast ja bereits einen Schild!";
"……ヤレクテウコカンナ";"... Ay lliw nihtemos yub...";"... Curt nu iom-etèhca...";"Saw nohcs fuak tztej...";
"お、らっしゃーい！";"Hello! Welcome, welcome!";"Bonjour, bonjour !";"Willkommen!";
"「ヤレクテウコカンナ」

と唱えたら救われるという
ウワサ……聞いた？
実は、最近このおまじないに
ハマッてるんだよね
僕、お調子者だと思ってるでしょ？
本当は、こんな世界から逃げ出したいんだよね
お客さん、知ってる？
マイマイ族って……
次元を越えて旅するってんだけど
もう、まじないでもマイマイでもいいから
助けてもらいたいもんだ

ヤレクテウコカンナ……
ヤレクテウコカンナ……";"Some believe that chanting the
words "Ay lliw nihtemos yub" is the
key to being saved.
Saved from what, I ask? High prices?!


Still, it's a catchy incantation.
I sort of hope if I say it enough, it'll
transport me out of this world.
Speaking of, have you heard of the
Maiamais? They say they can
travel between worlds.
But until I can hitch a ride with one
of them weird squidlings...?

Ay lliw nihtemos yub...
Ay lliw nihtemos yub...";"« Curt nu iom-etèhca. »


La rumeur dit que si on récite cette
incantation, on trouve le salut...
Tu le savais ?
Je n'arrête pas d'y penser, en ce
moment.

Tu dois me trouver ridicule, hein ?
Pour être honnête... je veux juste fuir
ce monde...
Et les gorneaux, t'en as déjà entendu
parler... ?

On dit qu'ils voyagent à travers les
dimensions. Enfin bref, je m'en fiche.
Ce que je veux, c'est partir d'ici.
Curt nu iom-etèhca...
Curt nu iom-etèhca...";"Es heißt, dass man einen Wunsch
frei hat, wenn man die Worte
„Saw nohcs fuak tztej“ spricht.
Tolle Sache!


Sag mal, glaubst du, dass es mir hier
gefällt? Kein Stück! Ich wäre lieber
ganz woanders...
Apropos „woanders“: Man sagt ja von
den Maimais, dass sie sogar in andere
Dimensionen reisen können.
Ob es nun ein Zauberspruch ist oder
ein Maimai – solange es mich an einen
anderen Ort bringt, ist mir alles recht!
Saw nohcs fuak tztej...
Saw nohcs fuak tztej...
Saw nohcs fuak tztej...";
"小鳥たちさえいればそれでよかった……
なのに、みんな魔物に変わってしもうた……
それならワシも魔物になればいい…そう思って
ワシも仮面をかぶり「もんじゃら」と唱え
この辺りにいる黄色い羽のはえた魔物を
愛でようとしてみたんじゃが……
地上に降りてきたとたん、爆弾みたいなのを
吐きおって近づくこともできん……
盾でもあれば
近づけるのかもしれんが……";"I'm happy as long as my feathered
friends are with me... Well, that is
before they got turned into monsters.
In which case, I should have been
changed along with them...I thought,
so I put on a mask and chanted. A lot.
I tried to admire the yellow-winged
monsters that live nearby, but...

As soon as they land, they spit out
these bomb-like things, and I can't
get anywhere near them!
I think I might be able to get closer to
one if I had a shield...";"Moi, avec les oiseaux, je suis heureux.
Ou plutôt, je l'étais, jusqu'à ce qu'ils
soient transformés en monstres...
Je dois me transformer aussi, du coup.
Alors je porte ce masque et j'entonne
une incantation, « monjalah ».
J'ai essayé de les apprivoiser, ces
monstres aux petites ailes jaunes...

Mais je n'arrive même pas à m'en
approcher... Ils se jettent sur moi et
me lancent des sortes de bombes...
Ce serait plus facile si j'avais un
bouclier, évidemment.";"Ach, wären die kleinen Vögelchen
doch noch bei mir... Aber sie haben
sich alle zu Monstern verwandelt!
Deshalb will ich jetzt auch zum
Monster werden. Hab mir diese Maske
aufgesetzt und singe „Monstara“...
Ich hab versucht, mich mit den
gelbflügeligen Monstern hier in der
Gegend anzufreunden.
Aber sie spucken immer ihre Bomben
auf mich, wenn sie herunterkommen.

Hätte ich nur einen Schild, könnten
wir uns vielleicht näherkommen...";
"おためし
 ";"???";"Test
 ";"Test";
"自分の家";"Your House";"Chez moi";"Dein Haus";
"カカリコ村";"Kakariko Village";"Village Cocorico";"Kakariko";
"東の神殿";"Eastern Palace";"Palais de l'est";"Ost-Palast";
"風の館";"House of Gales";"Demeure des vents";"Haus des Windes";
"ヘラの塔";"Tower of Hera";"Tour d'Héra";"Heras Turm";
"魔法おばばの店";"Witch's House";"Chez Mamie Magie";"Magieshop";
"ヘブラ山";"Death Mountain";"Mont Hébra";"Todesberg";
"みごとじゃ、[PlayerName]！

知恵の紋章と
力の紋章を手に入れたようじゃな";"You have done well, my young hero!


You acquired the Pendant of Wisdom
and the Pendant of Power.";"C'est remarquable,
[PlayerName].

Tu as obtenu le pendentif de la
sagesse et le pendentif de la force.";"Gut gemacht,
[PlayerName].

Du hast das Amulett der Weisheit
und das Amulett der Kraft erlangt.";
"勇者の証を3つそろえた
お前ならば
必ずやマスターソードを
手に入れられよう";"Now that you have all three Pendants
of Virtue, you have proven yourself
worthy of the Master Sword.";"Tu possèdes maintenant les trois
pendentifs, emblèmes du Héros.

Tu pourras certainement obtenir
l'épée de légende.";"Du hast alle drei Amulette errungen
und so deinen Wert als Held
bewiesen...
Nun ist es dir möglich, das
Bannschwert des Bösen zu
erlangen – das Master-Schwert!";
"行け！
[PlayerName]よ
マスターソードは森の奥にある
今こそ退魔の剣を手に入れるのじゃ";"You will find the blade deep within
the Lost Woods! Go now. Claim
what is rightfully yours!";"Va, [PlayerName] !


L'épée de légende se trouve au
cœur des bois. Va t'emparer de sa
lame purificatrice.";"Gehe nun, [PlayerName]!


Das Master-Schwert befindet sich
tief im Wald. Gehe und erlange das
Schwert, um das Böse zu besiegen.";
"……[PlayerName]
……[PlayerName]よ";"Hear me, [PlayerName]...";"... [PlayerName]...
... [PlayerName].";"...[PlayerName].
...[PlayerName]!";
"その剣を手にしたお前ならば、必ずや
ハイラル城の結界を解けるハズじゃ";"Now that you possess that blade, you
can break the barrier at the castle.";"Maintenant que tu possèdes cette
épée, tu pourras briser la barrière
qui entoure le château d'Hyrule.";"Durch die Kraft dieses Schwertes
kannst du die Barriere um
Schloss Hyrule aufheben.";
"今、手にしたその剣こそが
マスターソードじゃ！";"The sword you hold in your hand is
the one and only Master Sword!";"L'arme que tu tiens est l'épée de
légende !";"Das Schwert, das du in Händen
hältst... Es ist das Master-Schwert.";
"時間がない！
[PlayerName]！
ハイラル城 に急ぐのじゃ！";"So make haste. We don't have much
time left. Get to Hyrule Castle!";"Il n'y a plus une minute à perdre.
Vite, [PlayerName] !

Rends-toi au château d'Hyrule !";"Uns läuft die Zeit davon!


[PlayerName]!
Eile zu Schloss Hyrule!";
"グリ～！

そろそろ帰ってらっしゃ～い！";"Yoo-hoooo! Gulley?
It's time to come home...!";"
	　　　Guly !!!


　　C'est l'heure de rentrer !";"
		　Gri!


　　　Komm nach Hause!";
"いないわねぇ……？
やっぱり南の森で遊んでるのかしら？";"He must not be able to hear me. Oh, I
hope he hasn't gotten himself lost in
those woods down south...";"Il n'est pas là ? Je me demande s'il
est en train de jouer dans la forêt
du sud...";"Er ist nicht hier?
Dann spielt er wahrscheinlich
im südlichen Wald...";
"いないわねぇ……？
この近くで遊んでるはずなんだけど……";"What, he's not here? He must be
playing somewhere nearby.";"Il n'est pas là ? Il doit certainement
jouer tout près d'ici...";"Er ist nicht hier...
Ich war mir ganz sicher, dass er
hier in der Nähe spielt...";
"あら、[PlayerName]
あなたグリを見なかった？
この辺りで遊んでるはずなんだけど……
おかしいわね……";"Have you seen Gulley? I think he's
playing around here somewhere.

But I have the strangest feeling...
like...oh, I don't know. Call it a
mother's instinct.
Just keep an eye out for my little guy,
OK, [PlayerName]?";"Ah, [PlayerName] !
Est-ce que tu as vu Guly ?

Il joue par ici, d'habitude...
C'est bizarre...";"Oh, [PlayerName].
Hast du Gri gesehen?

Er müsste eigentlich irgendwo hier
in der Nähe spielen. Seltsam...";
"いつもこの辺りで
遊んでるはずなんだけど……？";"My little Gulley must be playing in the
woods around here somewhere.";"Il joue toujours par ici, d'habitude...";"Ob er wohl wie immer hier in der
Nähe spielt?";
"ケケケ……
迷いの森へようこそ";"Hree hee hee! Welcome to the
Lost Woods!";"Héhéhé...
Bienvenue dans les bois perdus.";"Hehehe...
Willkommen in den
Verlorenen Wäldern.";
"ボクについて来れるかな？
よおーく見ててね";"These woods will trick you into going
back the way you came!

But all hope is not lost! If you can
follow me, then you can walk a
little deeper into the woods.
Watch carefully!";"Arriveras-tu à me suivre ?
Sois trèèès vigilant.";"Glaubst du, du kannst mir folgen?
Sieh genau hin!";
"オッ、ついて来たついて来た";"Oh, well done.";"Oh, très bien, très bien.";"Oh, du hast es geschafft!";
"じゃあ、今度は逆に 
ボクら二人について来ちゃダメだよ";"That was fun, but now we're going to
MISLEAD you. Now two of us will
bounce around.
So don't follow the two of us, or you'll
wind up back at the start!";"Cette fois-ci, on va faire l'inverse :
tu ne dois pas nous suivre.";"Dann machen wir es diesmal
andersherum... Uns beiden
darfst du NICHT folgen!";
"！？

よく分かったね……
ん～、それなら一気に巻いちゃうよ";"Oh, very well done! Hmph. I guess
it's time to REALLY stump you!";"Qu... ?!


Tu nous as trouvés...
Hmm, on continue.";"Nanu!?


Das hast du aber gut hinbekommen...
Vielleicht haben wir es dir zu leicht
gemacht.";
"ボクらについて来ちゃダメだよ";"Now three of us will bounce around.
[ColoringStart]Don't follow[ColoringEnd] us!";"Tu ne dois pas nous suivre.";"Uns dreien darfst du NICHT folgen.";
"ケケケ……
正解、分かるかな……？";"Hree hee hee! Think you can get it
right?";"Héhéhé...
Feras-tu le bon choix ?";"Hehehe...
Glaubst du, du findest den
richtigen Weg?";
"これより先 「迷いの森」
近寄るべからず";"Lost Woods ahead! Stay out!";"Vous vous trouvez devant
les bois perdus.
Interdiction d'approcher.";"Verlorene Wälder
Betreten verboten!";
"西 ヘ ムカエ
キット イイコト ガ アル";"Head west. You'll surely find
something nice.";"Dirige-toi vers l'ouest.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Westen und du wirst
dein Glück finden.";
"東 ヘ ムカエ
キット イイコト ガ アル";"Head east. You'll surely find
something nice.";"Dirige-toi vers l'est.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Osten und du wirst
dein Glück finden.";
"北 ヘ ムカエ
キット イイコト ガ アル";"Head north. You'll surely find 
something nice.";"Dirige-toi vers le nord.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Norden und du wirst
dein Glück finden.";
"南　ヘ　ムカエ
キット イイコト ガ アル";"Head south. You'll surely find
something nice.";"Dirige-toi vers le sud.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Süden und du wirst
dein Glück finden.";
"西 ヘ ムカエ
キット イイコト ガ アル";"Head west. You'll certainly find 
something nice.";"Dirige-toi vers l'ouest.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Westen und du wirst
dein Glück finden.";
"南 ヘ ムカエ
キット イイコト ガ アル";"Head south. You'll certainly find
something nice.";"Dirige-toi vers le sud.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Süden und du wirst
dein Glück finden.";
"北 ヘ ムカエ
キット イイコト ガ アル";"Head north. You'll certainly find
something nice.";"Dirige-toi vers le nord.
Tu y trouveras sûrement
ton bonheur.";"Gehe nach Norden und du wirst
dein Glück finden.";
"……ヒャヒャヒャ……

[PlayerName]クン 
剣の持ち方も板についてきたねぇ……";"Heh. Looks like you've gotten used
to swinging a sword around,
[PlayerName].";"... Hihihi...


Mon petit [PlayerName],
je vois que tu t'habitues à ton épée...";"Hihihihi...


[PlayerName] mit seinem
Schwert. Ein Bild von einem
Abenteurer...";
"……ヒャヒャヒャ……

[PlayerName]クンだよね

さっき外で使ってた伸びる鎖……
気持ちよさそうだねえ";"Heh. I know you. You're that little
[PlayerName], right?

I saw that shooty chain thing you
used to get in here. Looks fun.";"... Hihihi...


C'est toi, [PlayerName]...


Ta chaîne qui s'allonge...
Elle est agréable à utiliser, hein ?";"Hihihihi...


[PlayerName].


Sich mit der Kette zu mir rüber zu
ziehen... Das hat sicher Spaß gemacht.";
"アレ……!?
……帰っちゃうんだねえ
色々教えちゃってもいいんだけどなぁ……

……ヒャヒャヒャ……";"Huh? Going home? That's a shame.
Lots of stuff I could tell you.
Interesting stuff. Heh.";"Quoi... ?!
Tu t'en vas...

J'ai plein de choses à t'apprendre...


... Hihihi...";"Oh...?
Du gehst schon?

Dabei könnte ich dir noch so viel
erzählen...
Hihihihi.";
